epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,18.7119,3.3535,5.52771,4.31645,0,0,0,0,3.38327,5.97195,4.157,2.46022e-05,2.46022e-05,2.46022e-05
31,19.253,2.81413,5.63664,4.24976,0,0,0,0,3.3836,5.97266,4.15701,2.50971e-05,2.50971e-05,2.50971e-05
32,19.7844,2.824,5.43989,4.27233,0,0,0,0,3.3836,5.97266,4.15701,2.55685e-05,2.55685e-05,2.55685e-05
33,20.3357,3.23921,5.45023,4.35733,0,0,0,0,3.38389,5.97307,4.15691,2.60163e-05,2.60163e-05,2.60163e-05
34,20.8702,3.40688,5.55994,4.27528,0,0,0,0,3.38389,5.97307,4.15691,2.64405e-05,2.64405e-05,2.64405e-05
35,21.4368,2.8994,5.52201,4.30404,0,0,0,0,3.38415,5.97367,4.15694,2.68412e-05,2.68412e-05,2.68412e-05
36,21.9719,3.09293,5.49922,4.24867,0,0,0,0,3.38415,5.97367,4.15694,2.72183e-05,2.72183e-05,2.72183e-05
37,22.6137,3.34164,5.48389,4.2811,0,0,0,0,3.38439,5.97412,4.15683,2.75718e-05,2.75718e-05,2.75718e-05
38,23.254,3.01991,5.44329,4.23771,0,0,0,0,3.38439,5.97412,4.15683,2.79018e-05,2.79018e-05,2.79018e-05
39,23.8671,2.84412,5.42929,4.35112,0,0,0,0,3.38461,5.97403,4.15688,2.82082e-05,2.82082e-05,2.82082e-05
40,24.4218,3.44281,5.806,4.36895,0,0,0,0,3.38461,5.97403,4.15688,2.84911e-05,2.84911e-05,2.84911e-05
41,25.0317,3.00413,5.57487,4.25009,0,0,0,0,3.38481,5.97457,4.15697,2.87504e-05,2.87504e-05,2.87504e-05
42,25.5883,3.37755,5.62787,4.20941,0,0,0,0,3.38481,5.97457,4.15697,2.89861e-05,2.89861e-05,2.89861e-05
43,26.1714,2.959,5.72118,4.28999,0,0,0,0,3.38501,5.97548,4.15747,2.91983e-05,2.91983e-05,2.91983e-05
44,26.7322,3.22256,5.32859,4.24062,0,0,0,0,3.38501,5.97548,4.15747,2.93869e-05,2.93869e-05,2.93869e-05
45,27.3122,2.83329,5.50029,4.18579,0,0,0,0,3.38523,5.97598,4.15763,2.9552e-05,2.9552e-05,2.9552e-05
46,27.8592,3.42872,5.96401,4.42436,0,0,0,0,3.38523,5.97598,4.15763,2.96935e-05,2.96935e-05,2.96935e-05
47,28.4684,3.54509,5.67023,4.27797,0,0,0,0,3.38539,5.97616,4.15782,2.98114e-05,2.98114e-05,2.98114e-05
48,29.0624,3.06675,5.463,4.33695,0,0,0,0,3.38539,5.97616,4.15782,2.99058e-05,2.99058e-05,2.99058e-05
49,29.7582,3.05412,5.58752,4.23108,0,0,0,0,3.38555,5.97629,4.15803,2.99766e-05,2.99766e-05,2.99766e-05
50,30.3652,2.95492,5.39074,4.22145,0,0,0,0,3.38555,5.97629,4.15803,3.00238e-05,3.00238e-05,3.00238e-05
51,30.9544,3.16039,5.74646,4.26601,0,0,0,0,3.38571,5.97641,4.1583,3.00475e-05,3.00475e-05,3.00475e-05
52,31.5298,3.09891,5.36447,4.23627,0,0,0,0,3.38571,5.97641,4.1583,3.00476e-05,3.00476e-05,3.00476e-05
53,32.1081,3.37614,5.69387,4.23126,0,0,0,0,3.38571,5.97641,4.1583,3.00242e-05,3.00242e-05,3.00242e-05
54,32.7313,3.39904,5.5101,4.27231,0,0,0,0,3.38602,5.97695,4.15875,2.99772e-05,2.99772e-05,2.99772e-05
55,33.2885,3.33853,5.47173,4.18632,0,0,0,0,3.38602,5.97695,4.15875,2.99066e-05,2.99066e-05,2.99066e-05
56,33.8485,3.29851,5.51982,4.20558,0,0,0,0,3.38602,5.97695,4.15875,2.98125e-05,2.98125e-05,2.98125e-05
57,34.4416,2.89912,5.3317,4.27583,0,0,0,0,3.38621,5.97679,4.15922,2.96948e-05,2.96948e-05,2.96948e-05
58,34.998,2.67783,5.74569,4.27137,0,0,0,0,3.38621,5.97679,4.15922,2.95535e-05,2.95535e-05,2.95535e-05
59,35.6613,3.47764,5.76973,4.29297,0,0,0,0,3.38621,5.97679,4.15922,2.93887e-05,2.93887e-05,2.93887e-05
60,36.2544,3.2464,5.52196,4.22139,0,0,0,0,3.38638,5.97739,4.15965,2.92003e-05,2.92003e-05,2.92003e-05
61,36.8395,3.10804,5.55579,4.28241,0,0,0,0,3.38638,5.97739,4.15965,2.89884e-05,2.89884e-05,2.89884e-05
62,37.3969,2.97275,5.57299,4.23839,0,0,0,0,3.38638,5.97739,4.15965,2.87529e-05,2.87529e-05,2.87529e-05
63,38.0272,3.19081,5.39734,4.23343,0,0,0,0,3.38658,5.97825,4.16029,2.84938e-05,2.84938e-05,2.84938e-05
64,38.5892,3.31675,5.58718,4.19788,0,0,0,0,3.38658,5.97825,4.16029,2.82112e-05,2.82112e-05,2.82112e-05
65,39.1379,3.59947,5.57868,4.34767,0,0,0,0,3.38658,5.97825,4.16029,2.7905e-05,2.7905e-05,2.7905e-05
66,39.7179,3.3568,5.37777,4.22502,0,0,0,0,3.38679,5.97797,4.16101,2.75753e-05,2.75753e-05,2.75753e-05
67,40.2827,3.01204,5.43765,4.19274,0,0,0,0,3.38679,5.97797,4.16101,2.7222e-05,2.7222e-05,2.7222e-05
68,40.9273,3.71578,5.54369,4.21993,0,0,0,0,3.38679,5.97797,4.16101,2.68451e-05,2.68451e-05,2.68451e-05
69,41.5042,3.4375,5.70238,4.39435,0,0,0,0,3.3869,5.97787,4.16175,2.64447e-05,2.64447e-05,2.64447e-05
70,42.1043,3.13771,5.3285,4.40093,0,0,0,0,3.3869,5.97787,4.16175,2.60207e-05,2.60207e-05,2.60207e-05
71,42.6957,3.01687,5.59501,4.25171,0,0,0,0,3.3869,5.97787,4.16175,2.55731e-05,2.55731e-05,2.55731e-05
72,43.2764,3.18012,5.45642,4.3173,0,0,0,0,3.38699,5.97764,4.16244,2.5102e-05,2.5102e-05,2.5102e-05
73,43.8686,3.52237,5.4365,4.21898,0,0,0,0,3.38699,5.97764,4.16244,2.46073e-05,2.46073e-05,2.46073e-05
74,44.4371,3.69864,5.70538,4.21486,0,0,0,0,3.38699,5.97764,4.16244,2.40891e-05,2.40891e-05,2.40891e-05
75,45.0617,3.04256,5.64518,4.24626,0,0,0,0,3.38713,5.97757,4.16328,2.35472e-05,2.35472e-05,2.35472e-05
76,45.6335,2.94436,5.49525,4.23214,0,0,0,0,3.38713,5.97757,4.16328,2.29819e-05,2.29819e-05,2.29819e-05
77,46.3062,2.80954,5.49483,4.35211,0,0,0,0,3.38713,5.97757,4.16328,2.23929e-05,2.23929e-05,2.23929e-05
78,46.9713,3.45107,5.37946,4.27516,0,0,0,0,3.38731,5.97749,4.16421,2.17805e-05,2.17805e-05,2.17805e-05
79,47.5625,3.28747,5.49365,4.24178,0,0,0,0,3.38731,5.97749,4.16421,2.11444e-05,2.11444e-05,2.11444e-05
80,48.177,2.95183,5.55273,4.23993,0,0,0,0,3.38731,5.97749,4.16421,2.04848e-05,2.04848e-05,2.04848e-05
81,48.7851,3.62529,5.82953,4.28636,0,0,0,0,3.38741,5.9774,4.16509,1.98016e-05,1.98016e-05,1.98016e-05
82,49.4259,3.20389,5.42847,4.22284,0,0,0,0,3.38741,5.9774,4.16509,1.90949e-05,1.90949e-05,1.90949e-05
83,50.0449,2.94602,5.51807,4.21317,0,0,0,0,3.38741,5.9774,4.16509,1.83646e-05,1.83646e-05,1.83646e-05
84,50.6768,3.30926,5.33941,4.27693,0,0,0,0,3.39272,5.97724,4.16593,1.76107e-05,1.76107e-05,1.76107e-05
85,51.2232,3.02032,5.34364,4.21657,0,0,0,0,3.39272,5.97724,4.16593,1.68333e-05,1.68333e-05,1.68333e-05
86,51.7979,3.40633,5.43106,4.1998,0,0,0,0,3.39272,5.97724,4.16593,1.60323e-05,1.60323e-05,1.60323e-05
87,52.3662,3.11503,5.25596,4.21129,0,0,0,0,3.39272,5.97724,4.16593,1.52077e-05,1.52077e-05,1.52077e-05
88,52.9618,3.03168,5.38374,4.23141,0,0,0,0,3.39271,5.97728,4.16745,1.43596e-05,1.43596e-05,1.43596e-05
89,53.6091,2.85897,5.43695,4.25803,0,0,0,0,3.39271,5.97728,4.16745,1.34879e-05,1.34879e-05,1.34879e-05
90,54.1592,3.26701,5.58469,4.19072,0,0,0,0,3.39271,5.97728,4.16745,1.25927e-05,1.25927e-05,1.25927e-05
91,58.0539,3.01452,5.63236,4.29643,0,0,0,0,3.39271,5.97728,4.16745,1.16739e-05,1.16739e-05,1.16739e-05
92,58.6954,2.86722,5.7903,4.26382,0,0,0,0,3.38754,5.97769,4.16839,1.07315e-05,1.07315e-05,1.07315e-05
93,59.2498,2.84214,5.81467,4.31121,0,0,0,0,3.38754,5.97769,4.16839,9.76562e-06,9.76562e-06,9.76562e-06
94,59.7968,2.92748,5.46399,4.26257,0,0,0,0,3.38754,5.97769,4.16839,8.77613e-06,8.77613e-06,8.77613e-06
95,60.3486,2.44005,5.62084,4.25294,0,0,0,0,3.38754,5.97769,4.16839,7.76308e-06,7.76308e-06,7.76308e-06
96,60.958,2.53916,5.65253,4.25432,0,0,0,0,3.38745,5.97786,4.16913,6.72648e-06,6.72648e-06,6.72648e-06
97,61.5446,2.6076,5.591,4.34208,0,0,0,0,3.38745,5.97786,4.16913,5.6663e-06,5.6663e-06,5.6663e-06
98,62.4321,2.72328,5.56944,4.19512,0,0,0,0,3.38745,5.97786,4.16913,4.58257e-06,4.58257e-06,4.58257e-06
99,63.1335,2.73859,5.66667,4.26643,0,0,0,0,3.38745,5.97786,4.16913,3.47528e-06,3.47528e-06,3.47528e-06
100,63.7245,3.0626,5.6452,4.21901,0,0,0,0,3.38727,5.97832,4.16997,2.34442e-06,2.34442e-06,2.34442e-06
